"V1","V2","V3"
-0.497368421052632,-0.447894736842105,-0.824736842105263
0.0481818181818181,-0.533181818181818,-0.823181818181818
-0.331363636363636,-0.508181818181818,-0.859090909090909
-0.0439130434782609,-0.71695652173913,-0.461739130434783
-0.419583333333333,-0.35875,-0.48
-0.3025,-0.45375,-0.933333333333333
-0.307083333333333,-0.365416666666667,-0.537916666666667
0.167692307692308,-0.634230769230769,-0.796923076923077
-0.388928571428572,-0.952142857142857,-0.688571428571429
-0.103214285714286,-0.752857142857143,-0.863571428571429
0.103448275862069,-0.566551724137931,-0.773793103448276
-0.0286666666666668,-0.800333333333333,-0.613
-0.506764705882353,-0.672352941176471,-0.758823529411765
0.352285714285714,-0.294857142857143,-0.628857142857143
-0.131111111111111,-0.200555555555556,-0.461388888888889
0.505675675675676,-1.26054054054054,-0.382162162162162
-0.210540540540541,-0.0572972972972973,-0.681351351351351
-0.273421052631579,-0.357368421052632,-0.441052631578947
-0.178717948717949,-1.01128205128205,-0.368717948717949
-0.166739130434783,-0.712826086956522,-0.328478260869565
-0.267142857142857,-0.667755102040816,-0.374285714285714
-0.00698113207547177,-0.703018867924528,-0.200754716981132
0.390508474576271,-0.535423728813559,-0.520847457627119
-0.0149275362318841,-0.49695652173913,-0.400144927536232
-0.0866233766233767,-0.314155844155844,-0.303506493506494
0.0175308641975308,-0.639135802469136,-0.299506172839506
0.217294117647059,-0.714470588235294,-0.241529411764706
0.283033707865169,-0.803258426966292,-0.578539325842697
0.0247777777777777,-0.405555555555556,-0.225777777777778
