"V1","V2","V3"
2.23916666666667,0.315833333333333,0.139166666666667
-2.64538461538462,-0.845384615384615,-0.186923076923077
-0.675384615384615,-2.08692307692308,-0.33
-2.03714285714286,-1.44357142857143,-0.682142857142857
-0.801428571428571,-1.16214285714286,-0.553571428571429
-1.97928571428571,-1.12642857142857,-0.443571428571429
-1.71714285714286,-1.23142857142857,-1.06428571428571
-1.46411764705882,-0.804117647058823,-0.562941176470588
-0.785555555555556,-0.967222222222222,-0.103333333333333
-1.74555555555556,-0.368333333333333,-0.312777777777778
-1.08473684210526,-1.09157894736842,-0.540526315789474
-1.54052631578947,-1.34263157894737,-0.217368421052632
-1.28684210526316,-0.367894736842105,-0.432105263157895
-1.689,-0.744,-0.1265
-0.843,-1.2805,-0.259
-1.478,-0.6875,0.000499999999999999
-1.19666666666667,-1.35619047619048,-0.587619047619048
-1.03333333333333,-0.62,-0.131428571428571
-2.05454545454545,-1.055,-0.313636363636364
-0.577272727272727,-1.23272727272727,-0.274545454545455
-1.43739130434783,-1.0795652173913,-0.0952173913043478
-1.10434782608696,-1.1495652173913,0.0843478260869565
-1.02625,-1.14083333333333,0.191666666666667
-1.44291666666667,-0.913333333333333,-0.577916666666667
-0.744,-0.6924,-0.3712
-0.5608,-1.188,-0.2052
-1.7524,-0.7364,-0.3868
-0.8092,-1.1144,-0.8072
-0.5668,-1.652,-0.6344
-1.4144,-1.2616,-0.4308
-1.2976,-0.628,-0.0592
-1.1636,-0.5136,-0.1372
-0.7552,-1.2128,-0.1968
-0.209230769230769,-0.857692307692308,-0.281153846153846
-0.996923076923077,-1.11423076923077,-0.643076923076923
-0.256538461538462,-1.47,-0.746153846153846
-1.14,-0.922962962962963,-0.638148148148148
-0.964814814814815,-0.960740740740741,-0.715185185185185
-0.704814814814815,-0.676666666666667,-0.274814814814815
-1.41703703703704,-1.16037037037037,-0.375185185185185
-1.21481481481482,-0.613333333333333,-0.445555555555556
-0.713333333333333,-1.07740740740741,-0.107777777777778
-1.5562962962963,-1.76555555555556,-0.557037037037037
-0.0385185185185186,-1.15925925925926,-0.635925925925926
-1.19222222222222,-1.27333333333333,-0.566666666666667
-1.12444444444444,-1.27185185185185,-0.408518518518519
-0.780740740740741,-1.45333333333333,-0.516666666666667
-0.763214285714286,-1.20142857142857,-0.666785714285714
-1.49142857142857,-0.92,-0.454285714285714
-0.902142857142857,-1.09785714285714,0.165714285714286
-1.5075,-0.9425,-0.449642857142857
-1.63785714285714,-1.28642857142857,-0.335714285714286
-0.770357142857143,-1.61035714285714,-0.433928571428571
-1.03172413793103,-1.1951724137931,-0.34
-0.634827586206897,-1.52965517241379,-0.218965517241379
-0.670689655172414,-0.794827586206897,-0.577241379310345
-1.1351724137931,-1.08034482758621,-0.758620689655172
-0.265666666666667,-0.690666666666667,-0.807333333333333
-0.819333333333333,-0.953333333333333,-0.251
-0.799666666666667,-0.975333333333333,-0.672333333333333
-0.758333333333333,-0.761,-0.266666666666667
-0.683333333333333,-0.617333333333333,-0.305
-0.479354838709677,-0.932903225806452,-0.568709677419355
-0.40258064516129,-0.638709677419355,0.00806451612903225
-1.64741935483871,-0.50258064516129,-0.349354838709677
-0.1125,-1.1103125,-0.523125
-0.34875,-0.3625,-0.5721875
-0.9,-0.9184375,-0.5978125
-0.5240625,-1.1440625,-0.7003125
-0.813125,-1.3021875,-0.3809375
-0.5528125,-0.5834375,-0.0834375
-1.15424242424242,-0.69030303030303,-0.387575757575758
-0.361818181818182,-0.731515151515151,-0.85
-1.34606060606061,-0.642121212121212,-0.198787878787879
-1.24818181818182,-0.852424242424242,-0.443636363636364
-0.103030303030303,-0.513333333333333,-0.518181818181818
-0.857272727272727,-1.49181818181818,-0.367878787878788
-0.305454545454545,-0.714848484848485,-0.728787878787879
-1.4769696969697,-0.936363636363636,-0.271818181818182
-1.01090909090909,-0.638181818181818,-0.569090909090909
-0.491212121212121,-0.49,-0.526969696969697
-1.02333333333333,-0.784848484848485,-0.300606060606061
-0.649090909090909,-0.511818181818182,0.0972727272727273
-0.994848484848485,-1.02060606060606,-0.447575757575758
-0.696363636363636,-0.48969696969697,-0.369393939393939
0.114545454545455,-0.872727272727273,-0.73030303030303
-1.67393939393939,-0.631818181818182,-0.194545454545455
-1.11939393939394,-0.78030303030303,0.161515151515152
-0.366060606060606,-1.23363636363636,-0.472424242424242
-0.324545454545455,-0.934545454545455,-0.360909090909091
-0.474848484848485,-1.32636363636364,-0.22969696969697
-1.42909090909091,-0.973030303030303,-0.140909090909091
-0.40939393939394,-0.774545454545455,-0.249393939393939
-1.15727272727273,-0.426666666666667,-0.213939393939394
-0.184848484848485,-0.803939393939394,-0.268787878787879
-0.723939393939394,-1.20545454545455,-0.471515151515151
-1.43757575757576,-1.27,-0.503636363636364
-0.275454545454546,-1.15666666666667,-0.213030303030303
-0.835151515151515,-0.819393939393939,-0.361818181818182
-0.48030303030303,-1.26424242424242,-0.448484848484848
-0.627058823529412,-0.884411764705882,-0.619705882352941
-0.747058823529412,-0.802941176470588,-0.446176470588235
-1.11117647058824,-1.00911764705882,-0.410588235294118
-0.742857142857143,-0.522571428571429,0.201142857142857
-0.709428571428572,-0.0328571428571428,-0.195142857142857
-0.749428571428572,-0.885142857142857,-0.345714285714286
-0.450571428571429,-0.746,0.0445714285714286
-0.860555555555556,-0.0652777777777778,-0.101388888888889
-1.40444444444444,-0.529722222222222,-0.361388888888889
-0.463611111111111,-0.585833333333333,-0.138055555555556
-0.156486486486487,-0.831081081081081,-0.251081081081081
-0.390810810810811,-0.896216216216216,-0.134054054054054
-0.598648648648649,-1.3072972972973,-0.556756756756757
-1.14216216216216,-0.74,-0.569459459459459
-0.172702702702703,-0.0851351351351351,-0.0110810810810811
-0.111891891891892,-0.916216216216216,-0.400540540540541
-0.121351351351351,-1.00918918918919,-0.283783783783784
-0.30945945945946,-0.556486486486486,-0.442702702702703
0.189459459459459,-1.11864864864865,-0.656216216216216
-0.125675675675676,-0.578648648648649,-0.586756756756757
-0.967837837837838,-0.347567567567568,-0.0481081081081081
0.0337837837837837,-0.904054054054054,-0.598918918918919
0.229189189189189,-0.832702702702703,-0.21972972972973
-1.84945945945946,-0.673783783783784,0.223243243243243
-0.0570270270270271,-0.877567567567568,-0.515405405405405
-0.32027027027027,-1.07648648648649,-0.439189189189189
-0.683513513513514,-1.2827027027027,-0.251081081081081
-0.729189189189189,-1.22351351351351,-0.0613513513513514
-0.760540540540541,-1.1372972972973,0.07
-0.372702702702703,-0.981081081081081,-0.576216216216216
-0.0531578947368422,-0.751315789473684,-0.711578947368421
0.0231578947368421,-1.14657894736842,-0.881578947368421
-0.247894736842105,-0.629736842105263,-0.489210526315789
-0.208684210526316,-0.883421052631579,-0.645
-0.0325641025641026,-0.676923076923077,-0.503076923076923
-1.1874358974359,-1.28897435897436,0.151538461538462
-0.0205128205128206,-0.667948717948718,-0.364102564102564
-0.0556410256410257,-0.603333333333333,-0.296410256410256
0.0343589743589743,-1.33128205128205,-0.522820512820513
0.40025641025641,-1.24153846153846,-0.359230769230769
-0.0910256410256411,-0.855128205128205,-0.453589743589744
-0.74575,-0.52125,-0.0875
-0.306,-0.913,-0.33025
-0.631951219512195,-1.33390243902439,-0.504634146341463
0.343658536585366,-0.942926829268293,-0.989512195121951
-0.549268292682927,-0.577073170731707,-0.409756097560976
-1.49560975609756,-0.554634146341463,-0.239024390243902
0.0602380952380952,-0.961666666666667,-0.148809523809524
-0.0121428571428572,-1.00214285714286,-0.352857142857143
-1.18404761904762,-0.688333333333333,-0.402857142857143
-0.0326190476190477,-2.03738095238095,-0.681428571428571
0.0576190476190475,-1.17309523809524,-0.462380952380952
0.172142857142857,-1.13714285714286,-0.500238095238095
0.361904761904762,-0.907619047619048,-0.661190476190476
-0.325116279069768,-0.216976744186047,-0.0823255813953489
-0.0458139534883722,-1.27604651162791,-0.833488372093023
-0.295581395348837,-0.590697674418605,-0.436976744186046
0.113255813953488,-0.81906976744186,-0.735581395348837
-0.200697674418605,-0.644186046511628,-0.588139534883721
-0.269302325581395,-0.55953488372093,-0.825116279069767
0.0841860465116279,-0.735813953488372,0.0730232558139535
0.154186046511628,-0.757906976744186,-0.365581395348837
-0.26,-0.741395348837209,-0.776744186046512
0.545333333333333,-1.158,-0.463333333333333
-0.146086956521739,-1.08369565217391,-0.239347826086957
0.31804347826087,-0.716521739130435,-0.549347826086957
0.782826086956522,-1.28717391304348,-0.753695652173913
-0.403260869565218,-1.47239130434783,-0.32804347826087
0.145,-0.467826086956522,-0.596086956521739
0.218695652173913,-0.923695652173913,-0.550652173913043
-0.335434782608696,-1.685,-0.209565217391304
-0.235869565217391,-0.777391304347826,-0.723260869565217
-0.713913043478261,-1.09130434782609,0.476739130434783
-0.404255319148936,-1.56702127659574,-0.454255319148936
-0.121276595744681,-0.545957446808511,-0.343829787234043
-1.06042553191489,-0.424893617021277,-0.730851063829787
-0.903404255319149,-0.376808510638298,-0.0176595744680851
-0.6842,-0.7834,0.1132
-0.85,-0.617843137254902,-0.183333333333333
-0.315471698113208,-0.830377358490566,-0.433207547169811
