PaaHheliquest,Paa.pre.Hheliquest,Paa.post.Hheliquest,Hnetcharge,Seqnetcharge,Hydro,Paa.pre.Hhydro,Paa.post.Hhydro,HydrMom,Paa.pre.Hhydrmom,Paa.post.Hhydrmom
0.8636363636363636,0.45454545454545453,0.6818181818181818,2.0,4.0,0.74111,0.8636363636363636,-0.045454545454545456,0.53761,0.8636363636363636,-0.045454545454545456
0.8409090909090909,0.13636363636363635,0.022727272727272728,6.0,7.0,0.62556,0.022727272727272728,0.7045454545454546,0.41476999999999997,0.18181818181818182,0.5454545454545454
0.0,0.0,0.0,0.0,7.0,0.55556,0.0,0.6470588235294118,0.42376,0.20588235294117646,0.4411764705882353
0.6363636363636364,0.5194805194805194,0.012987012987012988,4.0,8.0,0.8922200000000001,0.22077922077922077,0.6233766233766234,0.64718,0.8571428571428571,-0.012987012987012988
0.3877551020408163,0.24489795918367346,0.3673469387755102,4.0,6.0,0.61333,0.3877551020408163,0.3673469387755102,0.34847,0.3673469387755102,0.3877551020408163
0.0,0.0,0.0,0.0,4.0,0.19222,0.07142857142857142,0.07142857142857142,0.32278,0.07142857142857142,0.07142857142857142
0.0,0.0,0.0,0.0,1.0,0.30444,0.0,0.29411764705882354,0.6678,0.058823529411764705,0.23529411764705882
0.0,0.0,0.0,0.0,4.0,0.17,0.1111111111111111,0.2222222222222222,0.66806,0.4444444444444444,-0.1111111111111111
0.8421052631578947,0.05263157894736842,0.10526315789473684,-2.0,-2.0,0.87556,0.5263157894736842,-0.15789473684210525,0.32516999999999996,0.21052631578947367,0.15789473684210525
1.0,0.0,0.0,4.0,4.0,0.43,0.13636363636363635,0.3181818181818182,0.37389,0.0,0.45454545454545453
0.6086956521739131,0.17391304347826086,0.21739130434782608,3.0,5.0,0.5311100000000001,0.0,0.4782608695652174,0.40333,0.5217391304347826,-0.043478260869565216
0.0,0.0,0.0,0.0,5.0,0.48889,0.041666666666666664,0.4583333333333333,0.30476,0.5416666666666666,-0.041666666666666664
0.76,0.0,0.24,4.0,5.0,0.59444,0.0,0.52,0.43905,0.28,0.24
