PaaHheliquest,Paa.pre.Hheliquest,Paa.post.Hheliquest,Hnetcharge,Seqnetcharge,Hydro,Paa.pre.Hhydro,Paa.post.Hhydro,HydrMom,Paa.pre.Hhydrmom,Paa.post.Hhydrmom
0.6904761904761905,0.0,0.0,3.0,3.0,0.85444,0.6904761904761905,0.023809523809523808,0.67279,0.7857142857142857,-0.07142857142857142
0.8125,0.03125,0.15625,6.0,7.0,0.51222,0.46875,0.15625,0.45022,0.03125,0.59375
0.7916666666666666,0.0,0.20833333333333334,4.0,4.0,0.55889,0.3333333333333333,0.16666666666666666,0.66733,0.0,0.5
0.8125,0.1875,0.0,4.0,4.0,0.93222,0.53125,0.09375,0.49407,0.53125,0.09375
0.7794117647058824,0.0,0.07352941176470588,3.0,5.0,0.75778,0.6176470588235294,0.20588235294117646,0.6280399999999999,0.10294117647058823,0.7205882352941176
1.0,0.0,0.0,3.0,3.0,0.94889,0.19444444444444445,0.4722222222222222,0.52635,0.08333333333333333,0.5833333333333334
0.8518518518518519,0.0,0.14814814814814814,6.0,6.0,0.77556,0.14814814814814814,0.6296296296296297,0.57255,0.09259259259259259,0.6851851851851852
0.7142857142857143,0.2857142857142857,0.0,2.0,4.0,0.54667,0.42857142857142855,0.0,0.65262,0.42857142857142855,0.0
0.5952380952380952,0.0,0.14285714285714285,4.0,8.0,0.6188899999999999,0.6190476190476191,0.09523809523809523,0.58313,0.6190476190476191,0.09523809523809523
0.4714285714285714,0.0,0.5285714285714286,3.0,5.0,1.0,0.7714285714285715,0.05714285714285714,0.65715,0.1,0.7285714285714285
0.45,0.25,0.3,1.0,2.0,0.9533299999999999,0.2,0.2,0.5919399999999999,0.25,0.15
0.5675675675675675,0.02702702702702703,0.40540540540540543,1.0,3.0,0.8977799999999999,0.43243243243243246,0.24324324324324326,0.57238,0.2972972972972973,0.3783783783783784
0.7160493827160493,0.0,0.12345679012345678,4.0,4.0,0.6977800000000001,0.37037037037037035,0.48148148148148145,0.60933,0.37037037037037035,0.48148148148148145
0.9459459459459459,0.35135135135135137,0.6486486486486487,3.0,3.0,0.8433299999999999,0.0,0.6756756756756757,0.5571699999999999,0.08108108108108109,0.5945945945945946
0.75,0.14285714285714285,0.10714285714285714,2.0,3.0,0.5344399999999999,0.10714285714285714,0.4642857142857143,0.66578,0.25,0.32142857142857145
0.9310344827586207,0.06896551724137931,0.0,2.0,3.0,0.75444,0.2413793103448276,0.3448275862068966,0.52035,0.13793103448275862,0.4482758620689655
0.96875,0.03125,0.0,3.0,3.0,0.5411100000000001,0.59375,0.03125,0.52284,0.0,0.625
0.8222222222222222,0.5111111111111111,0.5777777777777777,3.0,4.0,0.70778,0.1111111111111111,0.6222222222222222,0.5230899999999999,0.8,-0.06666666666666667
0.4230769230769231,0.5769230769230769,0.0,1.0,4.0,0.65,0.038461538461538464,0.5,0.52198,0.6538461538461539,-0.11538461538461539
0.9615384615384616,0.038461538461538464,0.0,3.0,3.0,0.74889,0.3076923076923077,0.23076923076923078,0.68395,0.0,0.5384615384615384
0.9655172413793104,0.0,0.017241379310344827,4.0,4.0,0.82,0.05172413793103448,0.7413793103448276,0.60347,0.22413793103448276,0.5689655172413793
0.825,0.0,0.175,3.0,4.0,0.84444,0.0,0.7,0.6615300000000001,0.75,-0.05
0.8709677419354839,0.0,0.12903225806451613,1.0,1.0,0.85444,0.7096774193548387,-0.0967741935483871,0.59517,0.45161290322580644,0.16129032258064516
0.5652173913043478,0.43478260869565216,0.0,0.0,3.0,0.87556,0.5217391304347826,-0.043478260869565216,0.35320999999999997,0.13043478260869565,0.34782608695652173
0.9642857142857143,0.03571428571428571,0.0,2.0,2.0,0.77444,0.10714285714285714,0.4642857142857143,0.60431,0.0,0.5714285714285714
0.5,0.3076923076923077,0.19230769230769232,3.0,5.0,0.8022199999999999,0.38461538461538464,0.15384615384615385,0.53651,0.38461538461538464,0.15384615384615385
0.75,0.022727272727272728,0.22727272727272727,1.0,1.0,0.6088899999999999,0.29545454545454547,0.4318181818181818,0.537,0.022727272727272728,0.7045454545454546
0.8387096774193549,0.0,0.0,2.0,2.0,0.86556,0.0,0.6129032258064516,0.5585899999999999,0.5483870967741935,0.06451612903225806
0.6714285714285714,0.014285714285714285,0.3142857142857143,3.0,7.0,0.9011100000000001,0.8428571428571429,-0.014285714285714285,0.57447,0.14285714285714285,0.6857142857142857
0.7058823529411765,0.0,0.29411764705882354,2.0,4.0,0.64444,0.35294117647058826,-0.058823529411764705,0.52687,0.0,0.29411764705882354
1.0,0.0,0.0,4.0,4.0,0.75111,0.6785714285714286,-0.10714285714285714,0.52308,0.0,0.5714285714285714
0.75,0.4772727272727273,0.0,1.0,1.0,0.72556,0.1590909090909091,0.5681818181818182,0.47945,0.6363636363636364,0.09090909090909091
0.6666666666666666,0.0,0.3333333333333333,2.0,3.0,0.53222,0.42857142857142855,0.0,0.74929,0.0,0.42857142857142855
0.8076923076923077,0.11538461538461539,0.07692307692307693,0.0,2.0,0.48667,0.11538461538461539,0.4230769230769231,0.58683,0.19230769230769232,0.34615384615384615
