PaaHheliquest,Paa.pre.Hheliquest,Paa.post.Hheliquest,Hnetcharge,Seqnetcharge,Hydro,Paa.pre.Hhydro,Paa.post.Hhydro,HydrMom,Paa.pre.Hhydrmom,Paa.post.Hhydrmom
0.0,0.0,0.0,0.0,6.0,0.80111,0.16666666666666666,0.5833333333333334,0.58002,0.6458333333333334,0.10416666666666667
0.0,0.0,0.0,0.0,5.0,0.77667,0.23529411764705882,0.5294117647058824,0.55977,0.3137254901960784,0.45098039215686275
0.524390243902439,0.6219512195121951,0.8048780487804879,-4.0,-3.0,1.58,0.08536585365853659,0.7682926829268293,0.47676,0.7195121951219512,0.13414634146341464
0.3157894736842105,0.0,0.38596491228070173,0.0,3.0,0.8588899999999999,0.40350877192982454,0.38596491228070173,0.64904,0.8421052631578947,-0.05263157894736842
0.4868421052631579,0.21052631578947367,0.3026315789473684,3.0,8.0,0.99556,0.5263157894736842,0.3157894736842105,0.5723600000000001,0.8026315789473685,0.039473684210526314
0.8333333333333334,0.20512820512820512,0.0641025641025641,7.0,8.0,0.95667,0.038461538461538464,0.8076923076923077,0.75644,0.4230769230769231,0.4230769230769231
0.375,0.625,0.0,3.0,4.0,0.8633299999999999,0.59375,0.21875,0.48408,0.546875,0.265625
0.0,0.0,0.0,0.0,6.0,0.8255600000000001,0.8,-0.06666666666666667,0.49673,0.4222222222222222,0.3111111111111111
0.5254237288135594,0.3728813559322034,0.7457627118644068,3.0,6.0,0.77889,0.2542372881355932,0.5423728813559322,0.5008600000000001,0.0,0.7966101694915254
0.6833333333333333,0.18333333333333332,0.31666666666666665,4.0,8.0,0.8777799999999999,0.6,0.2,0.51582,0.18333333333333332,0.6166666666666667
0.0,0.0,0.0,0.0,6.0,0.75444,0.4098360655737705,0.39344262295081966,0.58375,0.3442622950819672,0.45901639344262296
0.3333333333333333,0.4027777777777778,0.2638888888888889,4.0,9.0,0.93778,0.75,0.08333333333333333,0.59675,0.09722222222222222,0.7361111111111112
